team_turnovers,team_rebounds,team_offensive_rebounds,team_defensive_rebounds,bench_points,starter_points,biggest_lead,biggest_scoring_run,points,assists,rebounds,defensive_rebounds,offensive_rebounds,steals,blocks,blocks_received,turnovers,three_points_made,three_point_attempts,three_point_percentage,two_points_made,two_point_attempts,two_point_percentage,field_goals_made,field_goal_attempts,field_goal_percentage,contested_field_goals_made,contested_field_goal_attempts,uncontested_field_goals_made,uncontested_field_goal_attempts,jumpshots_made,jumpshot_attempts,dunks_made,dunk_attempts,layups_made,layup_attempts,offensive_fouls,defensive_fouls,personal_fouls,technical_fouls,unsportsmanlike_fouls,fouls_received,offensive_fouls_received,defensive_fouls_received,free_throws_made,free_throw_attempts,free_throw_percentage,fastbreak_points,fastbreak_attempts,turnover_points,points_in_the_paint,points_in_the_paint_made,points_in_the_paint_attempts,perimeter_points,perimeter_points_made,perimeter_point_attempts,second_chance_points,plus_minus,minutes_played,period,team_id,team_minutes,abbreviation,name,nickname,photo_url,home_away,game_no,schedule,venue
0,1,0,1,35,51,24,0,86,22,46,31,15,10,8,2,18,5,17,29.41,29,47,61.7,34,64,53.13,25,54,9,10,8,30,1,1,25,33,0,16,19,2,1,24,0,24,13,18,72.22,17,8,24,54,27,38,19,7,26,12,22,0,Total,6109d7cd-c824-4372-ab79-aea01b0f1a76,40,ATENEO,ATENEO,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,56,10/30/2019 16:00:00,MOA Arena
0,0,0,0,11,9,5,0,20,4,7,7,0,4,3,0,7,1,2,50,4,7,57.14,5,9,55.56,4,8,1,1,2,4,0,0,3,5,0,3,3,0,0,9,0,9,9,11,81.82,0,0,4,6,3,5,5,2,4,2,-1,0,1,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ATENEO,ATENEO,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,56,10/30/2019 16:00:00,MOA Arena
0,1,0,1,11,14,16,0,25,6,13,10,3,2,4,1,3,1,4,25,11,15,73.33,12,19,63.16,9,16,3,3,2,8,1,1,9,10,0,3,4,0,1,3,0,3,0,0,0,11,5,8,20,10,12,5,2,7,4,14,0,2,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ATENEO,ATENEO,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,56,10/30/2019 16:00:00,MOA Arena
0,0,0,0,3,17,22,0,20,4,13,9,4,3,1,0,4,1,3,33.33,7,13,53.85,8,16,50,7,15,1,1,2,8,0,0,6,8,0,4,4,0,0,7,0,7,3,5,60,2,1,7,14,7,10,3,1,6,4,8,0,3,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ATENEO,ATENEO,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,56,10/30/2019 16:00:00,MOA Arena
0,0,0,0,10,11,24,0,21,8,13,5,8,1,0,1,4,2,8,25,7,12,58.33,9,20,45,5,15,4,5,2,10,0,0,7,10,0,6,8,2,0,5,0,5,1,2,50,4,2,5,14,7,11,6,2,9,2,1,0,4,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ATENEO,ATENEO,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,56,10/30/2019 16:00:00,MOA Arena
2,1,0,1,32,32,3,0,64,12,38,14,24,7,2,8,21,5,19,26.32,19,53,35.85,24,72,33.33,19,65,5,7,8,32,1,2,15,38,0,24,24,0,0,17,0,17,11,20,55,7,2,13,36,18,51,17,6,21,19,-22,0,Total,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,40,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,away,56,10/30/2019 16:00:00,MOA Arena
0,0,0,0,11,10,2,0,21,5,9,4,5,3,0,3,5,3,5,60,5,14,35.71,8,19,42.11,8,18,0,1,5,10,0,1,3,8,0,9,9,0,0,3,0,3,2,3,66.67,0,0,9,8,4,13,11,4,6,7,1,0,1,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,away,56,10/30/2019 16:00:00,MOA Arena
1,0,0,0,6,5,3,0,11,1,8,3,5,1,1,4,6,1,8,12.5,3,11,27.27,4,19,21.05,3,18,1,1,1,12,0,0,3,7,0,3,3,0,0,4,0,4,2,3,66.67,3,1,4,6,3,11,3,1,8,4,-14,0,2,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,away,56,10/30/2019 16:00:00,MOA Arena
0,0,0,0,3,9,3,0,12,3,10,4,6,2,0,1,4,1,4,25,3,13,23.08,4,17,23.53,2,15,2,2,1,5,1,1,2,11,0,7,7,0,0,4,0,4,3,5,60,2,0,0,6,3,13,3,1,4,5,-8,0,3,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,away,56,10/30/2019 16:00:00,MOA Arena
1,1,0,1,12,8,3,0,20,3,11,3,8,1,1,0,6,0,2,0,8,15,53.33,8,17,47.06,6,14,2,3,1,5,0,0,7,12,0,5,5,0,0,6,0,6,4,9,44.44,2,1,0,16,8,14,0,0,3,3,-1,0,4,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,away,56,10/30/2019 16:00:00,MOA Arena
1,0,0,0,27,62,30,0,89,24,63,42,21,3,6,7,18,14,30,46.67,20,51,39.22,34,81,41.98,25,72,9,9,22,60,2,2,10,19,0,15,15,0,0,14,1,13,7,14,50,14,6,12,32,16,37,50,18,44,24,26,0,Total,87d50ca4-0c79-4ba3-83d5-18a06e52f061,40,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,55,10/30/2019 12:30:00,MOA Arena
0,0,0,0,7,18,13,0,25,6,17,10,7,0,1,2,2,5,10,50,5,13,38.46,10,23,43.48,7,20,3,3,8,20,1,1,1,2,0,3,3,0,0,0,0,0,0,0,0,5,2,2,8,4,8,17,6,15,4,13,0,1,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,55,10/30/2019 12:30:00,MOA Arena
0,0,0,0,8,17,21,0,25,5,16,9,7,0,1,0,4,3,7,42.86,7,14,50,10,21,47.62,10,21,0,0,6,16,0,0,4,5,0,4,4,0,0,5,1,4,2,6,33.33,2,1,6,8,4,9,15,6,12,10,8,0,2,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,55,10/30/2019 12:30:00,MOA Arena
0,0,0,0,4,14,30,0,18,6,15,9,6,2,2,3,6,2,5,40,5,16,31.25,7,21,33.33,5,19,2,2,4,13,1,1,2,7,0,3,3,0,0,5,0,5,2,2,100,2,1,4,10,5,13,6,2,8,8,7,0,3,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,55,10/30/2019 12:30:00,MOA Arena
1,0,0,0,8,13,30,0,21,7,15,14,1,1,2,2,6,4,8,50,3,8,37.5,7,16,43.75,3,12,4,4,4,11,0,0,3,5,0,5,5,0,0,4,0,4,3,6,50,5,2,0,6,3,7,12,4,9,2,-2,0,4,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,55,10/30/2019 12:30:00,MOA Arena
0,2,0,2,46,17,0,0,63,12,43,30,13,5,7,6,17,7,25,28,19,53,35.85,26,78,33.33,24,74,2,4,15,48,0,1,11,29,1,13,14,0,0,15,0,15,4,8,50,4,2,10,32,16,43,27,10,35,11,-26,0,Total,0cabf2f5-02db-40ac-9e2c-434238a30b03,40,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,55,10/30/2019 12:30:00,MOA Arena
0,1,0,1,12,0,0,0,12,1,9,6,3,0,2,1,4,2,6,33.33,3,11,27.27,5,17,29.41,5,16,0,1,5,13,0,1,0,3,0,0,0,0,0,3,0,3,0,2,0,0,0,0,4,2,9,8,3,8,0,-13,0,1,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,55,10/30/2019 12:30:00,MOA Arena
0,1,0,1,7,10,0,0,17,4,10,8,2,1,0,1,3,1,5,20,7,14,50,8,19,42.11,7,18,1,1,3,12,0,0,5,7,1,4,5,0,0,4,0,4,0,0,0,2,1,4,12,6,11,5,2,8,2,-8,0,2,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,55,10/30/2019 12:30:00,MOA Arena
0,0,0,0,6,5,0,0,11,3,11,8,3,2,3,2,8,1,8,12.5,4,9,44.44,5,17,29.41,5,17,0,0,3,12,0,0,2,5,0,5,5,0,0,3,0,3,0,0,0,2,1,4,6,3,7,5,2,10,2,-7,0,3,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,55,10/30/2019 12:30:00,MOA Arena
0,0,0,0,21,2,0,0,23,4,13,8,5,2,2,2,2,3,6,50,5,19,26.32,8,25,32,7,23,1,2,4,11,0,0,4,14,0,4,4,0,0,5,0,5,4,6,66.67,0,0,2,10,5,16,9,3,9,7,2,0,4,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,55,10/30/2019 12:30:00,MOA Arena
2,1,1,0,18,61,6,0,79,23,40,27,13,9,3,7,19,5,26,19.23,22,37,59.46,27,63,42.86,24,60,3,3,12,39,0,0,15,24,1,7,8,0,0,21,1,20,20,30,66.67,10,4,19,40,20,33,19,7,30,11,2,0,Total,33671853-062b-48a2-9246-fe64b2a2a15c,40,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,54,10/30/2019 10:30:00,MOA Arena
0,0,0,0,5,17,2,0,22,8,12,7,5,1,1,2,5,1,7,14.29,8,10,80,9,17,52.94,8,16,1,1,4,11,0,0,5,6,0,1,1,0,0,5,0,5,3,5,60,2,1,8,14,7,9,5,2,8,5,1,0,1,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,54,10/30/2019 10:30:00,MOA Arena
0,0,0,0,8,7,6,0,15,7,6,5,1,2,1,0,5,2,9,22.22,2,3,66.67,4,12,33.33,4,12,0,0,3,10,0,0,1,2,1,1,2,0,0,4,0,4,5,8,62.5,4,1,4,4,2,3,6,2,9,0,-6,0,2,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,54,10/30/2019 10:30:00,MOA Arena
1,1,1,0,5,17,6,0,22,3,12,9,3,2,0,2,4,1,3,33.33,7,13,53.85,8,16,50,7,15,1,1,1,5,0,0,7,11,0,4,4,0,0,6,1,5,5,7,71.43,4,2,5,14,7,12,3,1,4,3,7,0,3,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,54,10/30/2019 10:30:00,MOA Arena
1,0,0,0,0,20,6,0,20,5,10,6,4,4,1,3,5,1,7,14.29,5,11,45.45,6,18,33.33,5,17,1,1,4,13,0,0,2,5,0,1,1,0,0,6,0,6,7,10,70,0,0,2,8,4,9,5,2,9,3,0,0,4,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,54,10/30/2019 10:30:00,MOA Arena
1,0,0,0,20,57,10,0,77,16,42,28,14,4,7,3,21,12,31,38.71,20,41,48.78,32,72,44.44,30,69,2,3,19,48,0,0,13,24,1,19,21,0,1,8,1,7,1,6,16.67,12,5,22,32,16,33,44,16,39,14,-2,0,Total,12c6608e-af76-4e58-b428-8561b15bbc76,40,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,54,10/30/2019 10:30:00,MOA Arena
0,0,0,0,0,21,8,0,21,6,8,5,3,0,2,1,4,5,10,50,3,7,42.86,8,17,47.06,8,17,0,0,8,16,0,0,0,1,0,5,5,0,0,1,0,1,0,2,0,5,2,9,2,1,5,19,7,12,6,-1,0,1,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,54,10/30/2019 10:30:00,MOA Arena
1,0,0,0,7,14,8,0,21,4,10,9,1,2,0,1,5,3,7,42.86,6,8,75,9,15,60,9,15,0,0,5,10,0,0,4,5,0,4,4,0,0,2,1,1,0,0,0,0,0,6,12,6,8,9,3,7,0,6,0,2,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,54,10/30/2019 10:30:00,MOA Arena
0,0,0,0,4,11,10,0,15,2,14,6,8,0,2,0,5,2,7,28.57,4,15,26.67,6,22,27.27,6,22,0,0,2,12,0,0,4,10,1,5,6,0,0,4,0,4,1,4,25,0,0,2,8,4,12,6,2,10,8,-7,0,3,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,54,10/30/2019 10:30:00,MOA Arena
0,0,0,0,9,11,10,0,20,4,10,8,2,2,3,1,7,2,7,28.57,7,11,63.64,9,18,50,7,15,2,3,4,10,0,0,5,8,0,5,6,0,1,1,0,1,0,0,0,7,3,5,10,5,8,10,4,10,0,0,0,4,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,away,54,10/30/2019 10:30:00,MOA Arena
1,0,0,0,15,56,16,0,71,19,41,34,7,6,2,3,12,7,25,28,22,45,48.89,29,70,41.43,25,66,4,4,13,45,2,3,14,22,0,21,21,0,0,16,1,15,6,11,54.55,10,4,23,38,19,37,27,10,33,6,3,0,Total,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,40,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,53,10/27/2019 16:00:00,Ynarez Gym
1,0,0,0,4,17,14,0,21,4,18,15,3,1,0,1,5,3,7,42.86,4,10,40,7,17,41.18,5,15,2,2,5,12,0,0,2,5,0,7,7,0,0,4,0,4,4,4,100,4,1,4,6,3,7,11,4,10,0,10,0,1,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,53,10/27/2019 16:00:00,Ynarez Gym
0,0,0,0,6,8,16,0,14,3,5,5,0,2,1,1,3,1,7,14.29,5,9,55.56,6,16,37.5,6,16,0,0,2,10,0,1,4,5,0,2,2,0,0,4,0,4,1,3,33.33,0,0,8,8,4,7,5,2,9,0,-9,0,2,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,53,10/27/2019 16:00:00,Ynarez Gym
0,0,0,0,5,15,16,0,20,7,12,9,3,2,0,1,1,2,7,28.57,7,15,46.67,9,22,40.91,8,21,1,1,3,14,0,0,6,8,0,5,5,0,0,3,1,2,0,0,0,4,2,6,12,6,12,8,3,10,4,9,0,3,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,53,10/27/2019 16:00:00,Ynarez Gym
0,0,0,0,0,16,16,0,16,5,6,5,1,1,1,0,3,1,4,25,6,11,54.55,7,15,46.67,6,14,1,1,3,9,2,2,2,4,0,7,7,0,0,5,0,5,1,4,25,2,1,5,12,6,11,3,1,4,2,-7,0,4,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,53,10/27/2019 16:00:00,Ynarez Gym
1,0,0,0,25,43,5,0,68,10,56,35,21,3,3,2,15,6,22,27.27,17,53,32.08,23,75,30.67,22,74,1,1,12,49,0,0,11,26,1,15,16,0,0,21,0,21,16,26,61.54,12,5,15,26,13,39,26,10,36,19,-3,0,Total,87d50ca4-0c79-4ba3-83d5-18a06e52f061,40,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,away,53,10/27/2019 16:00:00,Ynarez Gym
0,0,0,0,7,4,0,0,11,0,10,6,4,1,1,0,2,1,4,25,1,14,7.14,2,18,11.11,2,18,0,0,2,12,0,0,0,6,0,4,4,0,0,7,0,7,6,10,60,0,0,4,0,0,6,5,2,12,3,-10,0,1,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,away,53,10/27/2019 16:00:00,Ynarez Gym
0,0,0,0,8,15,5,0,23,5,17,11,6,0,1,1,4,3,6,50,7,16,43.75,10,22,45.45,9,21,1,1,6,17,0,0,4,5,0,4,4,0,0,2,0,2,0,2,0,5,2,5,12,6,14,11,4,8,7,9,0,2,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,away,53,10/27/2019 16:00:00,Ynarez Gym
0,0,0,0,0,11,5,0,11,1,13,9,4,1,1,0,6,2,6,33.33,1,9,11.11,3,15,20,3,15,0,0,2,9,0,0,1,6,1,2,3,0,0,5,0,5,3,6,50,5,2,2,2,1,8,6,2,7,4,-9,0,3,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,away,53,10/27/2019 16:00:00,Ynarez Gym
1,0,0,0,10,13,5,0,23,4,16,9,7,1,0,1,3,0,6,0,8,14,57.14,8,20,40,8,20,0,0,2,11,0,0,6,9,0,5,5,0,0,7,0,7,7,8,87.5,2,1,4,12,6,11,4,2,9,5,7,0,4,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,away,53,10/27/2019 16:00:00,Ynarez Gym
3,1,0,1,12,46,2,0,58,14,45,29,16,8,3,6,13,6,31,19.35,15,42,35.71,21,73,28.77,21,73,0,0,7,46,0,0,14,27,1,13,14,0,0,18,2,16,10,15,66.67,4,2,12,30,15,33,18,6,40,17,-24,0,Total,33671853-062b-48a2-9246-fe64b2a2a15c,40,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,52,10/27/2019 14:00:00,Ynarez Gym
2,0,0,0,0,14,2,0,14,4,12,7,5,2,1,1,6,0,5,0,7,12,58.33,7,17,41.18,7,17,0,0,1,11,0,0,6,6,0,4,4,0,0,2,1,1,0,0,0,0,0,2,14,7,8,0,0,9,6,-1,0,1,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,52,10/27/2019 14:00:00,Ynarez Gym
0,0,0,0,0,12,2,0,12,2,11,8,3,0,0,0,3,0,4,0,4,14,28.57,4,18,22.22,4,18,0,0,0,9,0,0,4,9,1,3,4,0,0,6,1,5,4,7,57.14,0,0,3,8,4,11,0,0,7,5,-13,0,2,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,52,10/27/2019 14:00:00,Ynarez Gym
1,1,0,1,0,16,2,0,16,3,12,8,4,4,1,3,3,3,11,27.27,2,7,28.57,5,18,27.78,5,18,0,0,3,11,0,0,2,7,0,4,4,0,0,4,0,4,3,3,100,2,1,6,4,2,7,9,3,11,2,-1,0,3,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,52,10/27/2019 14:00:00,Ynarez Gym
0,0,0,0,12,4,2,0,16,5,10,6,4,2,1,2,1,3,11,27.27,2,9,22.22,5,20,25,5,20,0,0,3,15,0,0,2,5,0,2,2,0,0,6,0,6,3,5,60,2,1,1,4,2,7,9,3,13,4,-9,0,4,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,home,52,10/27/2019 14:00:00,Ynarez Gym
1,1,0,1,51,31,24,0,82,20,51,39,12,5,6,3,15,12,31,38.71,21,41,51.22,33,72,45.83,31,70,2,2,20,49,2,3,11,20,2,16,18,0,0,14,1,13,4,7,57.14,13,6,7,40,20,34,38,13,38,4,24,0,Total,87c66828-7455-4d05-92b9-a85bebc97bd8,40,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,52,10/27/2019 14:00:00,Ynarez Gym
1,0,0,0,9,6,5,0,15,3,8,5,3,3,1,1,5,1,8,12.5,6,9,66.67,7,17,41.18,6,16,1,1,4,12,2,2,1,3,1,1,2,0,0,4,0,4,0,0,0,4,2,4,10,5,7,5,2,10,0,1,0,1,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,52,10/27/2019 14:00:00,Ynarez Gym
0,0,0,0,15,10,16,0,25,5,13,12,1,1,0,0,3,4,10,40,6,8,75,10,18,55.56,10,18,0,0,6,14,0,0,4,4,1,5,6,0,0,4,1,3,1,2,50,7,3,2,12,6,6,12,4,12,0,13,0,2,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,52,10/27/2019 14:00:00,Ynarez Gym
0,1,0,1,14,3,19,0,17,6,11,9,2,1,3,1,5,4,8,50,1,6,16.67,5,14,35.71,4,13,1,1,4,10,0,0,1,4,0,4,4,0,0,4,0,4,3,4,75,0,0,1,2,1,5,12,4,9,0,1,0,3,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,52,10/27/2019 14:00:00,Ynarez Gym
0,0,0,0,13,12,24,0,25,6,19,13,6,0,2,1,2,3,5,60,8,18,44.44,11,23,47.83,11,23,0,0,6,13,0,1,5,9,0,6,6,0,0,2,0,2,0,1,0,2,1,0,16,8,16,9,3,7,4,9,0,4,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,away,52,10/27/2019 14:00:00,Ynarez Gym
1,0,0,0,42,38,12,0,80,17,44,32,12,2,5,2,25,10,30,33.33,11,26,42.31,21,56,37.5,19,53,2,3,12,41,2,2,7,13,2,18,20,0,0,30,2,28,28,42,66.67,14,5,20,20,10,18,32,11,38,16,6,0,Total,98581eee-6023-484e-831c-c6db65f111ac,40,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,home,51,10/26/2019 16:00:00,Ynarez Gym
0,0,0,0,14,12,6,0,26,3,12,9,3,0,0,1,7,1,6,16.67,4,7,57.14,5,13,38.46,4,12,1,1,2,9,1,1,2,3,1,8,9,0,0,11,1,10,15,19,78.95,7,2,4,6,3,4,5,2,9,6,4,0,1,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,home,51,10/26/2019 16:00:00,Ynarez Gym
0,0,0,0,10,7,6,0,17,5,8,6,2,2,1,0,6,4,11,36.36,1,4,25,5,15,33.33,4,13,1,2,4,13,1,1,0,1,0,4,4,0,0,6,0,6,3,6,50,3,1,6,2,1,2,12,4,13,2,-3,0,2,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,home,51,10/26/2019 16:00:00,Ynarez Gym
0,0,0,0,12,10,10,0,22,6,13,9,4,0,3,0,2,2,7,28.57,5,10,50,7,17,41.18,7,17,0,0,3,10,0,0,4,7,0,2,2,0,0,6,1,5,6,8,75,4,2,7,10,5,9,6,2,8,5,9,0,3,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,home,51,10/26/2019 16:00:00,Ynarez Gym
